,Recency,Monetary,Frequency,Average,Count,Amount
1029,201,2855.13,13,1867.5143861460956,3970,1021.13
1030,246,645.07,4,1867.5143861460956,3970,1009.5600000000001
1031,228,529.79,1,1867.5143861460956,3970,149.65
1032,371,989.18,1,2231.4836363636364,11,1616.44
1033,239,183.45,1,1867.5143861460956,3970,188.14
1034,194,1001.85,2,1867.5143861460956,3970,1780.49
1035,180,554.9,4,1867.5143861460956,3970,413.1
1036,368,143.70000000000002,1,1867.5143861460956,3970,0.0
1037,317,323.74,2,1867.5143861460956,3970,190.8
1038,180,295.2,1,1867.5143861460956,3970,0.0
1039,257,256.83,1,1867.5143861460956,3970,471.65
1040,266,393.21,2,1867.5143861460956,3970,312.44
1041,214,135.39,1,1867.5143861460956,3970,0.0
1042,214,2031.72,13,1867.5143861460956,3970,974.9
1043,282,1208.0,5,1867.5143861460956,3970,1886.02
1044,324,202.35,1,1867.5143861460956,3970,221.5
1045,262,229.47,1,1867.5143861460956,3970,0.0
1046,205,162.07,1,1867.5143861460956,3970,0.0
1047,292,205.35999999999999,1,1867.5143861460956,3970,0.0
1048,269,143.85999999999999,1,1867.5143861460956,3970,0.0
1049,233,589.96,3,1867.5143861460956,3970,347.20000000000005
1050,183,10012.27,49,1867.5143861460956,3970,8692.14
1051,203,7034.93,6,1867.5143861460956,3970,533.2
1052,200,650.39,3,1867.5143861460956,3970,917.4
1053,219,168.48000000000002,2,1867.5143861460956,3970,716.1600000000001
1054,234,291.4,1,1867.5143861460956,3970,312.93
1055,316,76.32000000000001,1,1867.5143861460956,3970,0.0
1056,184,303.65,1,1867.5143861460956,3970,648.11
1057,184,42.5,1,1867.5143861460956,3970,79.2
1058,182,245.73000000000002,1,1867.5143861460956,3970,543.15
1059,319,518.35,1,1867.5143861460956,3970,693.86
1060,231,375.83,2,1867.5143861460956,3970,794.5
1061,190,336.91,2,1867.5143861460956,3970,251.31
1062,227,1368.42,3,1867.5143861460956,3970,2229.83
1063,198,1552.55,4,1867.5143861460956,3970,1067.1
1064,277,693.73,2,1867.5143861460956,3970,632.31
1065,313,106.67999999999999,1,1867.5143861460956,3970,0.0
1066,297,745.47,1,1867.5143861460956,3970,1249.0
1067,260,807.1,2,1867.5143861460956,3970,734.88
1068,253,986.08,3,1867.5143861460956,3970,0.0
1069,372,338.5,1,1867.5143861460956,3970,1078.46
1070,270,279.8,1,1867.5143861460956,3970,0.0
1071,190,110110.75,34,12217.545454545454,22,138285.75
1072,198,2846.46,9,1867.5143861460956,3970,1700.4
1073,198,1295.26,3,1867.5143861460956,3970,1062.76
1074,224,62.5,1,1867.5143861460956,3970,0.0
1075,198,835.02,4,1867.5143861460956,3970,544.5
1076,187,1251.38,4,1867.5143861460956,3970,415.61
1077,374,246.86,1,1867.5143861460956,3970,0.0
1078,232,972.54,1,1867.5143861460956,3970,973.74
1079,239,144.45,1,1867.5143861460956,3970,379.15
1080,268,221.65,2,1867.5143861460956,3970,423.51
1081,228,279.6,1,1867.5143861460956,3970,634.35
1082,187,5027.43,14,1867.5143861460956,3970,7658.51
1083,269,1973.94,4,1867.5143861460956,3970,0.0
1084,368,190.47,1,1867.5143861460956,3970,0.0
1085,185,1127.45,2,1867.5143861460956,3970,0.0
1086,316,155.86,1,1867.5143861460956,3970,191.73
1087,254,884.88,2,1867.5143861460956,3970,4923.67
1088,228,184.91,1,1867.5143861460956,3970,0.0
1089,215,403.39,1,1867.5143861460956,3970,0.0
1090,367,438.74,1,1867.5143861460956,3970,850.6999999999999
1091,184,18472.8,30,1867.5143861460956,3970,10185.86
1092,280,168.0,2,1867.5143861460956,3970,208.20000000000002
1093,260,469.22,2,1867.5143861460956,3970,993.59
1094,224,146.56,1,1867.5143861460956,3970,0.0
1095,212,4619.79,8,1867.5143861460956,3970,0.0
1096,295,316.97,2,1867.5143861460956,3970,568.86
1097,187,311.65999999999997,1,1867.5143861460956,3970,462.02000000000004
1098,197,261.52,2,1867.5143861460956,3970,892.02
1099,253,244.31,1,1867.5143861460956,3970,0.0
1100,368,984.03,2,1867.5143861460956,3970,636.0400000000001
1101,320,501.23,1,1867.5143861460956,3970,1511.49
1102,236,1850.46,6,1867.5143861460956,3970,1611.62
1103,260,119.84,1,1867.5143861460956,3970,146.82
1104,254,390.69,1,1867.5143861460956,3970,0.0
1105,212,69.6,1,1867.5143861460956,3970,69.6
1106,187,2056.56,6,1867.5143861460956,3970,1908.73
1107,200,597.93,5,1867.5143861460956,3970,718.53
1108,190,1281.51,6,1867.5143861460956,3970,1471.0
1109,211,463.12,2,1867.5143861460956,3970,282.93
1110,198,671.52,2,1867.5143861460956,3970,301.54999999999995
1111,369,81.3,1,1867.5143861460956,3970,0.0
1112,241,278.16,2,1867.5143861460956,3970,656.6
1113,226,345.25,1,1867.5143861460956,3970,0.0
1114,290,124.75,1,1867.5143861460956,3970,0.0
1115,182,199.35,2,1867.5143861460956,3970,0.0
1116,261,280.4,2,1867.5143861460956,3970,313.49
1117,225,1644.8100000000002,7,1867.5143861460956,3970,1169.77
1118,187,198.36,1,1867.5143861460956,3970,858.06
1119,197,2953.0,11,1867.5143861460956,3970,3221.47
1120,196,507.45,2,1867.5143861460956,3970,0.0
1121,190,4387.8,10,1867.5143861460956,3970,3997.42
1122,192,1535.44,5,1867.5143861460956,3970,1177.41
1123,228,50.48,1,1867.5143861460956,3970,0.0
1124,199,1137.7,4,1867.5143861460956,3970,1647.4
1125,199,829.05,4,1867.5143861460956,3970,522.5
1126,253,727.12,2,1867.5143861460956,3970,1009.45
1127,372,112.03,1,1867.5143861460956,3970,0.0
1128,320,126.45,2,1867.5143861460956,3970,0.0
1129,197,477.59000000000003,2,1867.5143861460956,3970,434.84
1130,217,2145.27,8,1867.5143861460956,3970,2817.0
1131,246,442.5,1,1867.5143861460956,3970,938.41
1132,262,117.05000000000001,1,1867.5143861460956,3970,0.0
1133,187,1319.53,1,1867.5143861460956,3970,2763.23
1134,262,2141.37,4,1867.5143861460956,3970,2955.76
1135,197,2292.7400000000002,4,1867.5143861460956,3970,468.48
1136,257,594.62,2,1867.5143861460956,3970,0.0
1137,228,140.55,1,1867.5143861460956,3970,0.0
1138,295,307.3,1,1867.5143861460956,3970,0.0
1139,186,90.96,1,1867.5143861460956,3970,0.0
1140,232,476.88,1,1867.5143861460956,3970,0.0
1141,253,800.88,3,1867.5143861460956,3970,980.68
1142,242,303.63,1,1867.5143861460956,3970,0.0
1143,253,750.65,4,1867.5143861460956,3970,2116.5
1144,246,334.49,2,1867.5143861460956,3970,216.07999999999998
1145,373,180.45,1,1867.5143861460956,3970,0.0
1146,257,197.78,1,1867.5143861460956,3970,352.21
1147,285,349.64,1,1867.5143861460956,3970,169.65
1148,257,686.76,2,1867.5143861460956,3970,0.0
1149,234,185.8,1,1867.5143861460956,3970,0.0
1150,246,460.34,1,1867.5143861460956,3970,475.1
1151,217,160.46,1,1867.5143861460956,3970,0.0
1152,236,987.38,2,1867.5143861460956,3970,1862.14
1153,283,108.5,1,1867.5143861460956,3970,404.11
1154,354,30.64,1,1867.5143861460956,3970,167.45
1155,228,265.12,2,1867.5143861460956,3970,502.35
1156,267,293.65,3,1867.5143861460956,3970,944.0
1157,200,1614.65,3,1867.5143861460956,3970,1280.55
1158,185,768.58,4,1867.5143861460956,3970,1929.5900000000001
1159,217,385.2,2,1867.5143861460956,3970,0.0
1160,301,0.0,1,1867.5143861460956,3970,0.0
1161,204,4748.16,5,1867.5143861460956,3970,2951.54
1162,316,1676.57,3,1867.5143861460956,3970,0.0
1163,266,322.69,1,1867.5143861460956,3970,0.0
1164,253,178.2,1,1867.5143861460956,3970,118.8
1165,227,743.23,2,1867.5143861460956,3970,1067.59
1166,372,119.10000000000001,1,1867.5143861460956,3970,654.57
1167,215,609.08,2,1867.5143861460956,3970,306.2
1168,281,1627.59,4,1867.5143861460956,3970,2239.65
1169,242,1160.66,1,1867.5143861460956,3970,2351.96
1170,235,150.0,1,1867.5143861460956,3970,0.0
1171,200,304.79999999999995,1,1867.5143861460956,3970,734.75
1172,180,4009.7400000000002,9,1867.5143861460956,3970,3823.17
1173,204,473.32,2,1867.5143861460956,3970,994.94
1174,266,318.06,1,1867.5143861460956,3970,0.0
1175,231,865.99,3,1867.5143861460956,3970,2444.5
1176,241,420.47,1,1867.5143861460956,3970,480.6
1177,212,948.91,2,1867.5143861460956,3970,614.12
1178,246,1623.8,1,1867.5143861460956,3970,4250.85
1179,192,1586.821,3,1867.5143861460956,3970,891.91
1180,190,351.9,1,1867.5143861460956,3970,0.0
1181,309,606.36,3,1867.5143861460956,3970,648.58
1182,374,31.200000000000003,1,1867.5143861460956,3970,46.32
1183,198,1796.84,11,1867.5143861460956,3970,444.94
1184,299,1142.41,2,1867.5143861460956,3970,936.13
1185,284,732.1,2,1867.5143861460956,3970,779.6
1186,186,610.79,4,1867.5143861460956,3970,125.8
1187,220,506.76,2,1867.5143861460956,3970,309.84000000000003
1188,269,334.45,1,1867.5143861460956,3970,0.0
1189,197,203.6,1,1867.5143861460956,3970,53.1
1190,278,206.7,1,1867.5143861460956,3970,230.3
1191,187,1341.56,8,1867.5143861460956,3970,1278.14
1192,320,185.06,1,1867.5143861460956,3970,0.0
1193,227,284.1,2,1867.5143861460956,3970,2754.35
1194,305,120.6,1,1867.5143861460956,3970,0.0
1195,254,691.6,2,1867.5143861460956,3970,0.0
1196,326,202.35000000000002,1,1867.5143861460956,3970,0.0
1197,253,571.76,1,1867.5143861460956,3970,0.0
1198,373,299.70000000000005,1,1867.5143861460956,3970,537.36
1199,186,6415.04,9,1867.5143861460956,3970,7565.79
1200,280,938.99,4,1867.5143861460956,3970,684.66
1201,228,621.66,2,1867.5143861460956,3970,1152.5
1202,241,1050.33,4,1867.5143861460956,3970,1153.96
1203,189,398.40000000000003,1,1867.5143861460956,3970,304.56
1204,242,674.2,3,1867.5143861460956,3970,681.04
1205,238,294.72,1,1867.5143861460956,3970,2369.9700000000003
1206,200,1105.28,2,1867.5143861460956,3970,299.4
1207,182,59580.35,75,71361.812,5,92567.22
1208,226,496.99999999999994,2,1369.7436363636364,11,524.4
1209,213,537.3100000000001,3,1867.5143861460956,3970,966.46
1210,215,1218.81,3,1867.5143861460956,3970,555.1600000000001
1211,232,1123.75,2,1867.5143861460956,3970,0.0
1212,183,1507.8700000000001,3,1867.5143861460956,3970,2837.79
1213,201,629.4,1,1867.5143861460956,3970,0.0
1214,246,620.96,2,1867.5143861460956,3970,0.0
1215,234,220.2,1,1867.5143861460956,3970,139.2
1216,263,223.91000000000003,1,1867.5143861460956,3970,0.0
1217,199,2005.63,2,2231.4836363636364,11,868.14
1218,255,1065.12,1,2231.4836363636364,11,0.0
1219,219,1194.48,2,2231.4836363636364,11,3079.31
1220,198,2322.43,2,2231.4836363636364,11,0.0
1221,369,182.01,1,1867.5143861460956,3970,349.48
1222,214,182.1,1,1867.5143861460956,3970,0.0
1223,228,440.78,3,1867.5143861460956,3970,305.78
1224,299,107.62,1,1867.5143861460956,3970,0.0
1225,239,1578.3,3,1867.5143861460956,3970,2306.12
1226,239,471.6,2,1867.5143861460956,3970,287.37
1227,284,330.77,3,1867.5143861460956,3970,184.23000000000002
1228,198,4700.2,12,1867.5143861460956,3970,4829.66
1229,339,167.27,1,1867.5143861460956,3970,0.0
1230,368,163.77,1,1867.5143861460956,3970,0.0
1231,280,274.8,1,1867.5143861460956,3970,0.0
1232,231,458.26,3,1867.5143861460956,3970,0.0
1233,191,4697.92,5,1867.5143861460956,3970,4667.55
1234,207,187.11,2,1867.5143861460956,3970,53.10000000000001
1235,359,335.12,2,1867.5143861460956,3970,589.4
1236,295,769.61,2,1867.5143861460956,3970,749.2
1237,339,906.23,1,1867.5143861460956,3970,0.0
1238,190,1951.08,5,1867.5143861460956,3970,1376.21
1239,361,31.929999999999996,1,1867.5143861460956,3970,0.0
1240,226,250.04,1,1867.5143861460956,3970,960.6800000000001
1241,371,439.46,1,1867.5143861460956,3970,0.0
1242,373,150.68,1,1867.5143861460956,3970,0.0
1243,208,237.78,1,1867.5143861460956,3970,0.0
1244,325,183.20000000000002,1,1867.5143861460956,3970,0.0
1245,187,509.5,3,1867.5143861460956,3970,548.64
1246,320,323.38,1,1867.5143861460956,3970,243.51999999999998
1247,354,566.6999999999999,4,1867.5143861460956,3970,820.75
1248,220,506.42,2,1867.5143861460956,3970,1225.64
1249,297,342.4,1,1867.5143861460956,3970,0.0
1250,248,305.42,2,1867.5143861460956,3970,0.0
1251,199,36.13,1,1867.5143861460956,3970,0.0
1252,224,346.65,2,1867.5143861460956,3970,613.98
1253,291,230.4,1,1867.5143861460956,3970,0.0
1254,241,113.49,1,1867.5143861460956,3970,227.37
1255,228,129.48000000000002,1,1867.5143861460956,3970,0.0
1256,296,1595.27,3,1867.5143861460956,3970,1580.25
1257,262,883.9,5,1867.5143861460956,3970,176.8
1258,187,3896.33,15,1867.5143861460956,3970,3893.3
1259,273,120.0,1,1867.5143861460956,3970,240.0
1260,212,246.52,1,1867.5143861460956,3970,191.06
1261,197,1134.66,7,1867.5143861460956,3970,506.64
1262,197,1905.63,11,1867.5143861460956,3970,459.39
1263,313,281.05,1,1867.5143861460956,3970,0.0
1264,207,1927.36,4,1867.5143861460956,3970,3440.56
1265,204,636.08,1,1867.5143861460956,3970,0.0
1266,199,1156.16,4,1867.5143861460956,3970,973.29
1267,255,365.1,1,1867.5143861460956,3970,0.0
1268,187,946.5300000000001,3,1867.5143861460956,3970,515.1
1269,214,1748.24,6,1867.5143861460956,3970,740.2
1270,239,2123.95,2,1867.5143861460956,3970,6697.6
1271,213,708.92,1,1867.5143861460956,3970,3295.87
1272,185,4209.0,17,1867.5143861460956,3970,15907.99
1273,231,179.52,1,1867.5143861460956,3970,0.0
1274,242,4194.58,7,1867.5143861460956,3970,4309.52
1275,187,1751.94,7,1867.5143861460956,3970,846.68
1276,297,766.12,2,1867.5143861460956,3970,1777.43
1277,229,422.62,2,1867.5143861460956,3970,137.45
1278,261,865.04,2,1867.5143861460956,3970,901.42
1279,228,511.25,2,1867.5143861460956,3970,773.79
1280,186,1294.35,6,1867.5143861460956,3970,891.5
1281,196,31248.079999999998,31,1867.5143861460956,3970,52036.299999999996
1282,246,585.73,1,1867.5143861460956,3970,1012.03
1283,211,648.78,2,1867.5143861460956,3970,605.63
1284,243,764.64,1,1867.5143861460956,3970,1368.48
1285,257,334.87,1,1867.5143861460956,3970,288.62
1286,227,630.85,2,1867.5143861460956,3970,106.2
1287,206,166.24,1,1867.5143861460956,3970,307.25
1288,232,725.78,2,1867.5143861460956,3970,1018.83
1289,366,873.48,1,1867.5143861460956,3970,1554.6
1290,186,3774.42,9,1867.5143861460956,3970,4244.35
1291,182,2066.7599999999998,4,1867.5143861460956,3970,804.98
1292,304,93.35000000000001,1,1867.5143861460956,3970,0.0
1293,281,349.4,1,1867.5143861460956,3970,615.8
1294,365,347.54,1,1867.5143861460956,3970,0.0
1295,200,218.53,2,1867.5143861460956,3970,0.0
1296,310,565.9,2,1867.5143861460956,3970,0.0
1297,232,3269.96,5,1867.5143861460956,3970,6459.13
1298,280,50.0,1,1867.5143861460956,3970,33.0
1299,232,704.89,2,1867.5143861460956,3970,1066.15
1300,219,660.27,2,1867.5143861460956,3970,0.0
1301,337,217.2,1,1867.5143861460956,3970,1801.5
1302,189,463.52,2,1867.5143861460956,3970,696.8900000000001
1303,182,355.89,1,1867.5143861460956,3970,198.77999999999997
1304,262,330.38,1,1867.5143861460956,3970,465.6
1305,215,498.15000000000003,2,1867.5143861460956,3970,0.0
1306,228,286.81,1,1867.5143861460956,3970,876.58
1307,247,209.4,1,1867.5143861460956,3970,0.0
1308,368,191.74,1,1867.5143861460956,3970,0.0
1309,270,359.69,2,1867.5143861460956,3970,574.5
1310,220,1143.67,2,1867.5143861460956,3970,1720.02
1311,269,456.65999999999997,1,1867.5143861460956,3970,2000.2
1312,287,134.03,1,1867.5143861460956,3970,132.6
1313,225,4063.4700000000003,4,1867.5143861460956,3970,1432.92
1314,323,192.45000000000002,1,1867.5143861460956,3970,257.04
1315,218,902.25,3,1867.5143861460956,3970,2510.53
1316,192,166.63,1,1867.5143861460956,3970,0.0
1317,316,392.82,1,1867.5143861460956,3970,430.58
1318,182,827.17,4,1867.5143861460956,3970,561.3
1319,240,1953.6000000000001,3,1867.5143861460956,3970,3626.27
1320,212,1033.81,4,1867.5143861460956,3970,0.0
1321,337,518.14,1,1867.5143861460956,3970,0.0
1322,205,718.04,2,1867.5143861460956,3970,0.0
1323,367,312.9,1,1867.5143861460956,3970,0.0
1324,186,582.85,3,1867.5143861460956,3970,643.02
1325,309,686.03,1,1867.5143861460956,3970,810.64
1326,362,356.17,1,1867.5143861460956,3970,213.05
1327,184,949.27,4,1867.5143861460956,3970,545.33
1328,303,988.04,1,1867.5143861460956,3970,0.0
1329,184,3771.39,5,1867.5143861460956,3970,1513.58
1330,225,452.84000000000003,1,1867.5143861460956,3970,364.09000000000003
1331,367,162.72,1,1867.5143861460956,3970,348.0
1332,199,963.5210000000001,2,1867.5143861460956,3970,1412.5810000000001
1333,183,639.93,3,1867.5143861460956,3970,0.0
1334,359,123.19,1,1867.5143861460956,3970,160.0
1335,212,518.86,2,1867.5143861460956,3970,472.93
1336,361,310.43,1,1867.5143861460956,3970,0.0
1337,324,342.75,2,1867.5143861460956,3970,245.3
1338,211,622.07,2,1867.5143861460956,3970,315.0
1339,239,2214.9900000000002,6,1867.5143861460956,3970,2596.17
1340,362,152.25,1,1867.5143861460956,3970,164.0
1341,364,117.96000000000001,1,1867.5143861460956,3970,679.94
1342,253,207.31,2,1867.5143861460956,3970,170.4
1343,211,300.90000000000003,1,1867.5143861460956,3970,1552.8
1344,247,293.06,1,1867.5143861460956,3970,313.35
1345,225,1237.25,5,1867.5143861460956,3970,1335.1299999999999
1346,183,408.0,1,1867.5143861460956,3970,275.92
1347,366,178.98000000000002,1,1867.5143861460956,3970,0.0
1348,211,301.92,1,1867.5143861460956,3970,543.09
1349,220,466.22,2,1867.5143861460956,3970,1221.27
1350,254,389.49,1,1867.5143861460956,3970,0.0
1351,199,426.24,1,1867.5143861460956,3970,0.0
1352,197,3104.93,6,1867.5143861460956,3970,2654.75
1353,284,379.7,1,1867.5143861460956,3970,0.0
1354,229,787.1500000000001,2,1867.5143861460956,3970,1275.05
1355,240,2420.66,8,1867.5143861460956,3970,545.25
1356,245,662.2,3,1867.5143861460956,3970,0.0
1357,282,389.2,2,1867.5143861460956,3970,160.07999999999998
1358,206,658.86,2,1867.5143861460956,3970,610.23
1359,222,160.5,1,1867.5143861460956,3970,0.0
1360,257,250.26,1,1867.5143861460956,3970,0.0
1361,220,931.23,2,1867.5143861460956,3970,1822.18
1362,206,848.26,2,1867.5143861460956,3970,445.46
1363,302,280.51,1,1867.5143861460956,3970,0.0
1364,231,512.26,1,1867.5143861460956,3970,1582.74
1365,191,266.25,1,1867.5143861460956,3970,0.0
1366,186,1580.95,3,1867.5143861460956,3970,996.59
1367,276,60.0,1,1867.5143861460956,3970,0.0
1368,201,7685.77,6,1867.5143861460956,3970,2153.78
1369,212,992.87,2,1867.5143861460956,3970,369.76
1370,222,411.46,1,1867.5143861460956,3970,725.4300000000001
1371,182,787.99,2,1867.5143861460956,3970,0.0
1372,180,399.44,2,1867.5143861460956,3970,2439.13
1373,197,71.95,1,1867.5143861460956,3970,0.0
1374,238,734.9,2,1867.5143861460956,3970,447.48
1375,186,2705.14,12,1867.5143861460956,3970,4672.32
1376,240,1839.52,2,1867.5143861460956,3970,0.0
1377,322,292.2,2,1867.5143861460956,3970,440.71000000000004
1378,241,547.6,1,1867.5143861460956,3970,414.30000000000007
1379,254,3471.7200000000003,8,1867.5143861460956,3970,2673.65
1380,208,956.55,2,1867.5143861460956,3970,406.99
1381,235,228.96,1,1867.5143861460956,3970,0.0
1382,197,496.15999999999997,4,1867.5143861460956,3970,0.0
1383,266,665.53,2,1867.5143861460956,3970,624.5
1384,207,141.6,1,1867.5143861460956,3970,151.5
1385,206,348.59,1,1867.5143861460956,3970,0.0
1386,373,58.2,1,1867.5143861460956,3970,311.14
1387,231,768.5600000000001,2,1867.5143861460956,3970,808.05
1388,257,439.62,1,1867.5143861460956,3970,213.69
1389,184,1007.04,3,1867.5143861460956,3970,1546.02
1390,214,5432.01,16,1867.5143861460956,3970,3746.25
1391,301,247.5,1,1867.5143861460956,3970,0.0
1392,290,217.23999999999998,1,1867.5143861460956,3970,0.0
1393,207,3312.59,2,1867.5143861460956,3970,3357.38
1394,184,2413.28,6,1867.5143861460956,3970,2246.19
1395,332,731.52,1,1867.5143861460956,3970,2753.01
1396,366,308.0,1,1867.5143861460956,3970,0.0
1397,201,650.16,2,1867.5143861460956,3970,0.0
1398,191,93.6,1,1867.5143861460956,3970,0.0
1399,200,1776.31,4,1867.5143861460956,3970,534.07
1400,246,797.96,4,1867.5143861460956,3970,0.0
1401,183,36885.07,74,1867.5143861460956,3970,19118.19
1402,217,1414.89,5,1867.5143861460956,3970,590.45
1403,313,129.75,1,1867.5143861460956,3970,0.0
1404,199,3005.91,8,1867.5143861460956,3970,955.51
1405,198,434.6,3,1867.5143861460956,3970,0.0
1406,337,140.22000000000003,1,1867.5143861460956,3970,0.0
1407,220,590.83,3,1867.5143861460956,3970,848.89
1408,245,1388.81,4,1867.5143861460956,3970,0.0
1409,210,789.47,4,1867.5143861460956,3970,1145.16
1410,245,365.59000000000003,1,1867.5143861460956,3970,402.32
1411,313,283.43,1,1867.5143861460956,3970,0.0
1412,259,290.73,2,1867.5143861460956,3970,963.04
1413,197,105.5,1,1867.5143861460956,3970,0.0
1414,184,114.95,1,1867.5143861460956,3970,0.0
1415,185,877.33,2,1867.5143861460956,3970,1521.6
1416,239,284.4,3,1867.5143861460956,3970,0.0
1417,213,2877.12,7,1867.5143861460956,3970,5826.09
1418,298,181.35,8,1867.5143861460956,3970,0.0
1419,374,310.75,1,1867.5143861460956,3970,302.33
1420,309,325.12,1,1867.5143861460956,3970,1917.69
1421,186,1126.79,3,1867.5143861460956,3970,659.78
1422,227,2048.87,5,1867.5143861460956,3970,1154.87
1423,227,1728.3999999999999,6,1867.5143861460956,3970,4522.86
1424,298,59.400000000000006,1,1867.5143861460956,3970,0.0
1425,297,2416.08,4,1867.5143861460956,3970,1593.58
1426,187,321.67,3,1867.5143861460956,3970,683.81
1427,260,139.32,1,1867.5143861460956,3970,0.0
1428,326,60.959999999999994,1,1867.5143861460956,3970,0.0
1429,185,1224.26,5,1867.5143861460956,3970,564.5400000000001
1430,219,349.5,1,1867.5143861460956,3970,944.22
1431,217,3766.73,3,1867.5143861460956,3970,4011.11
1432,228,276.5,1,1867.5143861460956,3970,1108.88
1433,313,307.8,1,1867.5143861460956,3970,317.4
1434,191,1733.8,3,1867.5143861460956,3970,500.0
1435,220,289.87,1,1867.5143861460956,3970,0.0
1436,203,659.48,3,1867.5143861460956,3970,0.0
1437,201,1027.66,3,1867.5143861460956,3970,2075.6
1438,219,508.20000000000005,1,1867.5143861460956,3970,0.0
1439,196,194.0,1,1867.5143861460956,3970,392.1
1440,204,136.20000000000002,1,1867.5143861460956,3970,80.75
1441,227,584.06,1,1867.5143861460956,3970,619.71
1442,366,95.75999999999999,1,1867.5143861460956,3970,75.12
1443,212,310.74,1,1867.5143861460956,3970,0.0
1444,357,131.25,1,1867.5143861460956,3970,0.0
1445,204,1234.88,2,1867.5143861460956,3970,0.0
1446,327,6798.72,5,1867.5143861460956,3970,0.0
1447,312,389.03000000000003,1,1867.5143861460956,3970,199.47
1448,222,206.49,1,1867.5143861460956,3970,245.83
1449,194,636.0,5,1867.5143861460956,3970,107.0
1450,199,1733.95,4,1867.5143861460956,3970,1121.03
1451,206,758.7,2,1867.5143861460956,3970,763.5699999999999
1452,217,223.39,2,1867.5143861460956,3970,0.0
1453,264,1509.67,2,1867.5143861460956,3970,434.90000000000003
1454,222,407.57,1,1867.5143861460956,3970,760.43
1455,273,381.72,2,1867.5143861460956,3970,287.25
1456,320,285.35,1,1867.5143861460956,3970,1240.23
1457,276,193.29000000000002,1,1867.5143861460956,3970,0.0
1458,289,748.85,2,1867.5143861460956,3970,520.2
1459,366,301.57,1,1867.5143861460956,3970,952.64
1460,194,1224.99,5,1867.5143861460956,3970,714.03
1461,226,171.0,1,1867.5143861460956,3970,0.0
1462,264,230.77,2,1867.5143861460956,3970,176.18
1463,234,237.06,3,1867.5143861460956,3970,100.65
1464,310,294.17,1,1867.5143861460956,3970,0.0
1465,235,110.26,1,1867.5143861460956,3970,122.95
1466,254,128.59,1,1867.5143861460956,3970,0.0
1467,233,38.25,1,1867.5143861460956,3970,0.0
1468,206,1109.35,5,1867.5143861460956,3970,562.7
1469,267,210.0,1,1867.5143861460956,3970,219.7
1470,217,1908.95,9,1867.5143861460956,3970,3392.08
1471,242,910.26,2,1867.5143861460956,3970,326.22
1472,211,63.419999999999995,1,1867.5143861460956,3970,0.0
1473,186,269.25,1,1867.5143861460956,3970,577.83
1474,231,163.1,1,1867.5143861460956,3970,0.0
1475,285,368.4,1,1867.5143861460956,3970,0.0
1476,211,583.56,1,1867.5143861460956,3970,0.0
1477,369,147.4,1,1867.5143861460956,3970,0.0
1478,312,1636.38,2,5373.5,1,3737.12
1479,236,2842.43,6,1867.5143861460956,3970,695.17
1480,320,175.26,1,1867.5143861460956,3970,453.13
1481,370,689.5,1,1867.5143861460956,3970,372.19
1482,317,1222.92,3,1867.5143861460956,3970,1973.5900000000001
1483,315,231.32,1,1867.5143861460956,3970,0.0
1484,219,37.980000000000004,1,1867.5143861460956,3970,302.62
1485,243,413.20000000000005,2,1867.5143861460956,3970,872.13
1486,248,779.94,2,1867.5143861460956,3970,1533.24
1487,364,917.76,1,1867.5143861460956,3970,1563.06
1488,267,146.14000000000001,1,1867.5143861460956,3970,0.0
1489,213,3816.0099999999998,5,1867.5143861460956,3970,3579.18
1490,199,6583.01,6,1867.5143861460956,3970,6140.17
1491,359,161.6,1,1867.5143861460956,3970,0.0
1492,190,1686.41,1,1867.5143861460956,3970,1922.1299999999999
1493,362,120.06,1,1867.5143861460956,3970,0.0
1494,242,309.18,2,1867.5143861460956,3970,61.84
1495,312,39.0,1,1867.5143861460956,3970,171.58
1496,180,5368.77,10,1867.5143861460956,3970,7623.56
1497,231,1770.95,5,1867.5143861460956,3970,688.14
1498,200,1606.1200000000001,5,1867.5143861460956,3970,670.37
1499,182,1807.32,4,1867.5143861460956,3970,2299.17
1500,185,5578.77,9,1867.5143861460956,3970,11369.21
1501,242,151.4,1,1867.5143861460956,3970,0.0
1502,184,1902.3600000000001,9,1867.5143861460956,3970,1243.5
1503,185,406.04,1,1867.5143861460956,3970,1784.93
1504,361,162.25,1,1867.5143861460956,3970,0.0
1505,235,2800.3999999999996,4,1867.5143861460956,3970,558.0
1506,373,540.73,2,1867.5143861460956,3970,377.71999999999997
1507,189,2735.0499999999997,7,1867.5143861460956,3970,1880.67
1508,242,1079.1000000000001,2,1867.5143861460956,3970,0.0
1509,189,2476.82,5,1867.5143861460956,3970,2722.73
1510,231,158.09,1,1867.5143861460956,3970,0.0
1511,260,380.65,3,1867.5143861460956,3970,272.05
1512,311,700.71,4,1867.5143861460956,3970,942.46
1513,186,287.12,1,1867.5143861460956,3970,986.9
1514,259,162.4,1,1867.5143861460956,3970,0.0
1515,194,3138.82,9,1867.5143861460956,3970,4168.36
1516,275,214.13,1,1867.5143861460956,3970,0.0
1517,204,1109.4,1,1867.5143861460956,3970,0.0
1518,180,1033.6,3,1867.5143861460956,3970,100.2
1519,362,360.51000000000005,1,1867.5143861460956,3970,178.32
1520,240,953.78,2,1867.5143861460956,3970,512.78
1521,312,35.04,1,1867.5143861460956,3970,35.7
1522,360,138.22,1,1867.5143861460956,3970,89.65
